Date,Open,High,Low,Price
04/27/2023,101.4,101.8,101.28,101.5
04/26/2023,101.82,101.89,101.01,101.47
04/25/2023,101.26,101.95,101.2,101.86
04/24/2023,101.72,101.91,101.32,101.35
04/21/2023,101.8,102.12,101.65,101.82
04/20/2023,101.99,102.13,101.63,101.84
04/19/2023,101.71,102.23,101.66,101.97
04/18/2023,102.1,102.14,101.64,101.75
04/17/2023,101.57,102.23,101.53,102.1
04/14/2023,101,101.75,100.79,101.55
04/13/2023,101.47,101.6,100.85,101.01
04/12/2023,102.13,102.16,101.45,101.5
04/11/2023,102.52,102.52,102.01,102.2
04/10/2023,102.1,102.81,101.99,102.58
04/07/2023,101.94,102.3,101.88,102.09
04/06/2023,101.83,102.14,101.76,101.82
04/05/2023,101.52,101.99,101.42,101.85
04/04/2023,102.01,102.28,101.46,101.59
04/03/2023,102.63,103.06,101.98,102.09
03/31/2023,102.2,102.63,102.05,102.51
03/30/2023,102.62,102.78,102.07,102.14
03/29/2023,102.49,102.79,102.37,102.64
03/28/2023,102.75,102.76,102.38,102.43
03/27/2023,103.08,103.23,102.83,102.86
03/24/2023,102.6,103.36,102.5,103.12
03/23/2023,102.5,102.64,101.92,102.53
03/22/2023,103.2,103.27,102.07,102.35
03/21/2023,103.31,103.52,103,103.26
03/20/2023,103.66,103.96,103.28,103.28
03/17/2023,104.41,104.45,103.69,103.71
03/16/2023,104.62,104.74,104.2,104.42
03/15/2023,103.74,105.1,103.44,104.65
03/14/2023,103.67,104.05,103.5,103.6
03/13/2023,104.17,104.39,103.48,103.6
03/10/2023,105.13,105.35,104.04,104.58
03/09/2023,105.62,105.73,105.15,105.31
03/08/2023,105.67,105.88,105.37,105.66
03/07/2023,104.3,105.65,104.12,105.62
03/06/2023,104.53,104.69,104.16,104.35
03/03/2023,104.94,105,104.49,104.52
03/02/2023,104.39,105.18,104.39,105.03
03/01/2023,105.04,105.09,104.09,104.48
02/28/2023,104.63,105,104.42,104.87
02/27/2023,105.23,105.36,104.55,104.67
02/24/2023,104.56,105.32,104.42,105.21
02/23/2023,104.5,104.78,104.31,104.6
02/22/2023,104.13,104.6,104.01,104.59
02/21/2023,103.91,104.26,103.77,104.18
02/20/2023,103.91,104.09,103.76,103.88
02/17/2023,104.2,104.67,103.84,103.86
02/16/2023,103.88,104.23,103.53,103.86
02/15/2023,103.21,104.11,103.16,103.92
02/14/2023,103.22,103.52,102.59,103.23
02/13/2023,103.58,103.84,103.24,103.35
02/10/2023,103.26,103.68,102.9,103.63
02/09/2023,103.43,103.55,102.64,103.22
02/08/2023,103.27,103.52,103,103.41
02/07/2023,103.54,103.96,103,103.43
02/06/2023,102.99,103.77,103.01,103.62
02/03/2023,101.83,103.01,101.55,102.92
02/02/2023,100.85,101.91,100.82,101.75
02/01/2023,102.1,102.19,101.04,101.22
01/31/2023,102.19,102.61,102.01,102.1
01/30/2023,101.92,102.31,101.66,102.28
01/27/2023,101.72,102.19,101.68,101.93
01/26/2023,101.58,102.18,101.5,101.84
01/25/2023,102.01,102.12,101.58,101.64
01/24/2023,101.99,102.43,101.72,101.92
01/23/2023,101.99,102.28,101.59,102.14
01/20/2023,102.08,102.55,101.94,102.01
01/19/2023,102.38,102.48,101.99,102.06
01/18/2023,102.47,102.9,101.53,102.36
01/17/2023,102.32,102.56,101.94,102.39
01/16/2023,102.18,102.56,101.77,102.2
01/13/2023,102.21,102.65,101.99,102.2
01/12/2023,103.06,103.29,102.08,102.25
01/11/2023,103.22,103.48,103.11,103.19
01/10/2023,103.29,103.49,103.03,103.24
01/09/2023,103.91,103.94,102.94,103
01/06/2023,105.05,105.63,103.87,103.88
01/05/2023,104.07,105.27,103.99,105.04
01/04/2023,104.58,104.6,103.83,104.25
01/03/2023,103.66,104.86,103.47,104.52
01/01/2023,103.49,104.1,103.39,103.49
12/30/2022,103.95,104.1,103.39,103.52
12/29/2022,104.37,104.45,103.78,103.84
12/28/2022,104.33,104.56,103.85,104.46
12/27/2022,104.12,104.4,103.89,104.18
12/23/2022,104.39,104.54,104.12,104.33
12/22/2022,104.22,104.6,103.75,104.43
12/21/2022,103.95,104.38,103.85,104.16
12/20/2022,104.73,104.79,103.78,103.97
12/19/2022,104.84,104.93,104.13,104.72
12/16/2022,104.45,104.84,104.21,104.7
12/15/2022,103.67,104.88,103.54,104.56
12/14/2022,104.07,104.16,103.45,103.77
12/13/2022,104.99,105.1,103.59,103.98
12/12/2022,104.93,105.25,104.67,105.13
12/09/2022,104.86,105.14,104.48,104.81
12/08/2022,105.2,105.43,104.72,104.77
12/07/2022,105.63,105.82,104.88,105.1
12/06/2022,105.16,105.63,104.89,105.58
12/05/2022,104.51,105.4,104.11,105.29
12/02/2022,104.82,105.59,104.38,104.55
12/01/2022,105.7,105.9,104.66,104.73
11/30/2022,106.72,107.2,105.78,105.95
11/29/2022,106.57,106.88,106.06,106.82
11/28/2022,106.06,106.75,105.32,106.68
11/25/2022,105.96,106.42,105.69,105.96
11/24/2022,105.99,106.07,105.63,106.08
11/23/2022,107.08,107.22,106.03,106.08
11/22/2022,107.7,107.75,107.12,107.22
11/21/2022,106.97,107.99,106.89,107.84
11/18/2022,106.69,107.04,106.34,106.93
11/17/2022,106.27,107.24,106.1,106.69
11/16/2022,106.58,106.78,105.86,106.28
11/15/2022,107,107.1,105.34,106.4
11/14/2022,106.81,107.27,106.48,106.66
11/11/2022,108.24,108.44,106.28,106.29
11/10/2022,110.3,110.99,107.71,108.21
11/09/2022,109.65,110.64,109.45,110.55
11/08/2022,110.06,110.61,109.37,109.64
11/07/2022,111.17,111.27,110.05,110.12
11/04/2022,112.97,112.99,110.72,110.88
11/03/2022,112.17,113.15,111.82,112.93
11/02/2022,111.54,112.15,110.43,111.35
11/01/2022,111.52,111.78,110.72,111.48
10/31/2022,110.67,111.67,110.72,111.53
10/28/2022,110.5,111.04,110.29,110.75
10/27/2022,109.62,110.62,109.54,110.59
10/26/2022,110.96,111.14,109.63,109.7
10/25/2022,111.82,112.13,110.76,110.95
10/24/2022,111.88,112.53,111.47,111.99
10/21/2022,112.94,113.94,111.7,112.01
10/20/2022,112.99,113.09,112.17,112.88
10/19/2022,111.91,113.1,111.92,112.98
10/18/2022,112.07,112.46,111.77,112.13
10/17/2022,113.22,113.22,111.92,112.04
10/14/2022,112.47,113.42,112.16,113.31
10/13/2022,113.24,113.92,112.15,112.36
10/12/2022,113.31,113.59,113.05,113.32
10/11/2022,113.08,113.5,112.41,113.22
10/10/2022,112.84,113.33,112.62,113.14
10/07/2022,112.25,112.88,111.95,112.8
10/06/2022,111.02,112.31,110.78,112.26
10/05/2022,110.23,111.74,110.09,110.07
10/04/2022,111.59,111.89,110.06,110.07
10/03/2022,112.17,112.54,111.47,111.75
09/30/2022,111.75,112.67,111.58,112.12
09/29/2022,113.01,113.79,111.77,112.25
09/28/2022,114.19,114.78,112.56,112.6
09/27/2022,114.02,114.1,114.1,114.1
09/26/2022,113.02,114.53,112.94,114.1
09/23/2022,111.24,113.23,111.08,113.19
09/22/2022,111.48,111.81,110.46,111.35
09/21/2022,110.16,111.58,110.13,110.64
09/20/2022,109.58,110.29,109.36,110.22
09/19/2022,109.64,110.18,109.49,109.74
09/16/2022,109.8,110.26,109.48,109.76
09/15/2022,109.61,109.66,109.66,109.66
09/14/2022,109.97,109.93,109.28,109.66
09/13/2022,108.23,110.01,107.68,109.82
09/12/2022,108.6,108.86,107.81,108.33
09/09/2022,109.58,109.54,108.36,109
09/08/2022,109.67,110.24,109.33,109.71
09/07/2022,110.32,110.79,109.53,109.84
09/06/2022,109.6,110.55,109.38,110.21
09/05/2022,109.61,110.27,109.72,109.83
09/02/2022,109.64,109.72,108.93,109.53
09/01/2022,108.84,109.98,108.77,109.69
08/31/2022,108.75,109.2,108.38,108.7
08/30/2022,108.7,109.11,108.29,108.77
08/29/2022,108.88,109.48,108.49,108.84
08/26/2022,108.47,108.87,107.59,108.8
08/25/2022,108.63,108.69,107.99,108.47
08/24/2022,108.52,109.11,108.36,108.68
08/23/2022,109,109.27,108.08,108.62
08/22/2022,108.09,109.1,108.08,109.05
08/19/2022,107.5,108.22,107.47,108.17
08/18/2022,106.68,107.56,106.51,107.48
08/17/2022,106.45,106.89,106.31,106.57
08/16/2022,106.48,106.94,106.32,106.5
08/15/2022,105.66,106.55,105.55,106.55
08/12/2022,105.16,105.88,105.09,105.63
08/11/2022,105.21,105.46,104.65,105.09
08/10/2022,106.34,106.4,104.64,105.2
08/09/2022,106.34,106.41,105.97,106.37
08/08/2022,106.6,106.8,106.09,106.44
08/05/2022,105.72,106.93,105.69,106.62
08/04/2022,106.48,106.51,105.67,105.69
08/03/2022,106.43,106.82,105.97,106.51
08/02/2022,105.36,106.35,105.05,106.24
08/01/2022,105.88,106.03,105.24,105.45
07/29/2022,106.21,106.66,105.54,105.9
07/28/2022,106.37,106.98,106.06,106.35
07/27/2022,107.13,107.43,106.26,106.45
07/26/2022,106.45,107.28,106.2,107.19
07/25/2022,106.59,107.36,106.11,106.73
07/22/2022,106.59,107.36,106.11,106.73
07/21/2022,107.09,107.32,106.42,106.91
07/20/2022,106.67,107.26,106.39,107.08
07/19/2022,107.49,107.63,106.4,106.68
07/18/2022,108.01,108.04,106.89,107.37
07/15/2022,108.67,108.71,107.91,108.06
07/14/2022,108.14,109.29,108.2,108.54
07/13/2022,108.19,108.58,107.48,107.96
07/12/2022,108.18,108.56,107.84,108.07
07/11/2022,106.93,108.27,106.92,108.02
07/08/2022,107.04,107.79,106.81,107.01
07/07/2022,107.07,107.24,106.71,107.13
07/06/2022,106.49,107.26,106.36,107.1
07/05/2022,105.14,106.79,105.05,106.54
07/04/2022,105.14,105.25,104.82,105.14
07/01/2022,104.78,105.64,104.74,105.14
06/30/2022,105.06,105.54,104.65,104.69
06/29/2022,104.46,105.15,104.36,105.11
06/28/2022,103.97,104.61,103.77,104.51
06/27/2022,104.12,104.21,103.67,103.94
06/24/2022,104.38,104.51,103.95,104.19
06/23/2022,104.21,104.77,104.06,104.43
06/22/2022,104.43,104.95,103.86,104.2
06/21/2022,104.44,104.54,103.94,104.44
06/20/2022,104.65,104.82,104.23,104.7
06/17/2022,103.88,105.09,103.83,104.7
06/16/2022,104.9,105.49,103.42,103.63
06/15/2022,105.35,105.79,104.66,105.16
06/14/2022,105.19,105.65,104.62,105.52
06/13/2022,104.21,105.29,104.21,105.08
06/10/2022,103.34,104.23,103.05,104.15
06/09/2022,102.56,103.37,102.15,103.22
06/08/2022,102.39,102.78,102.27,102.54
06/07/2022,102.49,102.84,102.26,102.32
06/06/2022,102.16,102.47,101.85,102.44
06/03/2022,101.75,102.23,101.64,102.14
06/02/2022,102.55,102.62,101.74,101.82
06/01/2022,101.76,102.73,101.74,102.5
05/31/2022,101.44,102.17,101.41,101.75
05/30/2022,101.66,101.72,101.3,101.67
05/27/2022,101.72,101.94,101.43,101.67
05/26/2022,102.02,102.27,101.74,101.83
05/25/2022,101.77,102.45,101.73,102.06
05/24/2022,102.11,102.32,101.65,101.86
05/23/2022,103.04,103.05,102.04,102.08
05/20/2022,102.9,103.26,102.77,103.15
05/19/2022,103.83,103.88,102.66,102.72
05/18/2022,103.34,103.93,103.19,103.81
05/17/2022,104.17,104.23,103.23,103.36
05/16/2022,104.47,104.64,104.14,104.19
05/13/2022,104.77,105.01,104.47,104.56
05/12/2022,104.01,104.93,103.88,104.85
05/11/2022,103.9,104.11,103.37,103.85
05/10/2022,103.73,103.98,103.5,103.92
05/09/2022,103.66,104.19,103.39,103.65
05/06/2022,103.56,104.06,103.19,103.66
05/05/2022,102.68,103.94,102.35,103.75
05/04/2022,103.46,103.62,102.46,102.59
05/03/2022,103.6,103.67,103.03,103.47
05/02/2022,103.18,103.75,103.11,103.74
04/29/2022,103.67,103.67,102.82,102.96
04/28/2022,103.04,103.93,102.98,103.62
04/27/2022,102.28,103.28,102.22,102.95
04/26/2022,101.73,101.75,101.75,101.75
04/25/2022,101.07,101.86,101.04,101.75
04/22/2022,100.62,101.33,100.47,101.22
04/21/2022,100.35,100.64,99.82,100.58
04/20/2022,100.98,101.04,100.22,100.39
04/19/2022,100.83,101.03,100.7,100.96
04/18/2022,100.5,100.86,100.46,100.78
04/15/2022,100.42,100.57,100.4,100.5
04/14/2022,99.79,100.76,99.57,100.32
04/13/2022,100.34,100.52,99.83,99.88
04/12/2022,100.04,100.33,99.74,100.29
04/11/2022,99.84,100.05,99.62,99.93
04/08/2022,99.82,100.19,99.74,99.8
04/07/2022,99.65,99.83,99.4,99.75
04/06/2022,99.47,99.77,99.31,99.6
04/05/2022,99,99.52,98.84,99.47
04/04/2022,98.57,99.08,98.52,99
04/01/2022,98.34,98.74,98.31,98.63
03/31/2022,97.83,98.4,97.69,98.31
03/30/2022,98.37,98.43,97.69,97.79
03/29/2022,99.08,99.3,98.04,98.4
03/28/2022,98.8,99.37,98.8,99.09
03/25/2022,98.75,98.83,98.4,98.79
03/24/2022,98.64,98.96,98.6,98.79
03/23/2022,98.48,98.88,98.39,98.62
03/22/2022,98.49,98.97,98.32,98.49
03/21/2022,98.24,98.53,98.16,98.5
03/18/2022,98,98.62,97.84,98.23
03/17/2022,98.5,98.51,97.73,97.97
03/16/2022,98.89,99.08,98.3,98.62
03/15/2022,99.13,99.2,98.64,99.1
03/14/2022,99.09,99.29,98.68,99
03/11/2022,98.36,99.16,98.27,99.12
03/10/2022,98.06,98.6,97.71,98.51
03/09/2022,99.12,99.11,97.85,97.97
03/08/2022,99.24,99.32,98.71,99.06
03/07/2022,98.57,99.42,98.57,99.29
03/04/2022,98.04,98.92,97.84,98.65
03/03/2022,97.47,97.95,97.43,97.79
03/02/2022,97.37,97.83,97.29,97.39
03/01/2022,96.77,97.58,96.63,97.41
02/28/2022,97.25,97.42,96.61,96.71
02/25/2022,97,97.22,96.52,96.62
02/24/2022,96.22,97.74,96.28,97.14
02/23/2022,96.04,96.24,95.85,96.19
02/22/2022,96.08,96.26,95.84,96.03
02/21/2022,96.11,96.15,95.69,96.12
02/18/2022,95.83,96.17,95.73,96.04
02/17/2022,95.77,96.11,95.71,95.8
02/16/2022,96.01,96.06,95.68,95.7
02/15/2022,96.24,96.29,95.96,95.99
02/14/2022,96.05,96.44,95.91,96.37
02/11/2022,95.94,96.11,95.64,96.08
02/10/2022,95.57,96,95.17,95.55
02/09/2022,95.59,95.67,95.38,95.49
02/08/2022,95.43,95.75,95.4,95.64
02/07/2022,95.44,95.63,95.35,95.4
02/04/2022,95.31,95.7,95.14,95.49
02/03/2022,96.02,96.25,95.24,95.38
02/02/2022,96.27,96.3,95.81,95.94
02/01/2022,96.7,96.72,96.24,96.39
01/31/2022,97.25,97.3,96.52,96.54
01/28/2022,97.25,97.44,97.06,97.27
01/27/2022,96.55,97.29,96.53,97.26
01/26/2022,95.96,96.54,95.91,95.95
01/25/2022,95.93,96.27,95.9,95.95
01/24/2022,95.64,96.13,95.63,95.92
01/21/2022,95.81,95.84,95.5,95.64
01/20/2022,95.59,95.86,95.42,95.74
01/19/2022,95.77,95.79,95.49,95.51
01/18/2022,95.22,95.83,95.13,95.73
01/17/2022,95.15,95.35,95.04,95.26
01/14/2022,94.87,95.27,94.63,95.17
01/13/2022,94.99,95.02,94.66,94.79
01/12/2022,95.58,95.69,94.91,94.92
01/11/2022,95.93,96.07,95.58,95.62
01/10/2022,95.74,96.23,95.75,95.99
01/07/2022,96.26,96.3,95.71,95.72
01/06/2022,96.2,96.39,96.04,96.32
01/05/2022,96.31,96.33,95.89,96.17
01/04/2022,96.19,96.46,96.03,96.26
01/03/2022,95.65,96.33,95.63,96.21
12/31/2021,95.99,96.11,95.57,95.97
12/30/2021,95.89,96.22,95.86,95.97
12/29/2021,96.15,96.4,95.76,95.93
12/28/2021,96.07,96.28,96,96.2
12/27/2021,96.15,96.26,96.05,96.09
12/24/2021,96.03,96.28,95.99,96.02
12/23/2021,96.03,96.28,95.99,96.06
12/22/2021,96.47,96.6,96.02,96.08
12/21/2021,96.54,96.64,96.34,96.49
12/20/2021,96.67,96.69,96.34,96.55
12/17/2021,96,96.69,95.88,96.57
12/16/2021,96.43,96.45,95.85,96.04
12/15/2021,96.55,96.91,96.3,96.51
12/14/2021,96.35,96.59,96.1,96.57
12/13/2021,96.09,96.45,96.05,96.32
12/10/2021,96.22,96.43,95.98,96.1
12/09/2021,95.96,96.34,95.97,96.27
12/08/2021,96.26,96.38,95.85,95.89
12/07/2021,96.3,96.59,96.17,96.37
12/06/2021,96.16,96.43,96.13,96.33
12/03/2021,96.12,96.45,95.97,96.12
12/02/2021,96.07,96.18,95.83,96.16
12/01/2021,95.94,96.14,95.67,96.03
11/30/2021,96.22,96.64,95.52,95.99
11/29/2021,96.16,96.45,96.14,96.34
11/26/2021,96.72,96.77,95.75,96.09
11/25/2021,96.81,96.82,96.65,96.77
11/24/2021,96.53,96.94,96.44,96.88
11/23/2021,96.46,96.61,96.31,96.49
11/22/2021,96.04,96.55,96.04,96.55
11/19/2021,95.59,96.24,95.58,96.03
11/18/2021,95.8,95.84,95.52,95.54
11/17/2021,95.94,96.24,95.73,95.83
11/16/2021,95.47,95.98,95.4,95.92
11/15/2021,95.12,95.6,94.97,95.41
11/12/2021,95.18,95.27,95,95.13
11/11/2021,94.84,95.2,94.84,95.18
11/10/2021,93.98,94.9,93.97,94.85
11/09/2021,94.09,94.15,93.88,93.96
11/08/2021,94.25,94.38,93.99,94.05
11/05/2021,94.34,94.62,94.19,94.32
11/04/2021,93.86,94.47,93.83,94.35
11/03/2021,94.12,94.21,93.82,93.86
11/02/2021,93.93,94.13,93.82,94.09
11/01/2021,94.14,94.31,93.86,93.88
10/29/2021,93.36,94.3,93.32,94.12
10/28/2021,93.88,93.97,93.28,93.35
10/27/2021,93.97,94.01,93.69,93.8
10/26/2021,93.97,93.97,93.89,93.95
10/25/2021,93.66,93.96,93.48,93.81
10/22/2021,93.75,93.79,93.54,93.64
10/21/2021,93.58,93.79,93.5,93.77
10/20/2021,93.81,93.88,93.54,93.56
10/19/2021,93.95,93.95,93.5,93.73
10/18/2021,93.95,94.17,93.87,93.95
10/15/2021,94.03,93.96,93.96,93.96
10/14/2021,94.02,94.08,94.08,94.08
10/13/2021,94.52,94.53,94,94.08
10/12/2021,94.37,94.56,94.23,94.52
10/11/2021,94.1,94.4,94.03,94.32
10/08/2021,94.21,94.34,93.94,94.07
10/07/2021,94.23,94.28,94.08,94.22
10/06/2021,93.99,94.45,93.98,94.27
10/05/2021,93.83,94.07,93.81,93.98
10/04/2021,94.05,94.1,93.68,93.78
10/01/2021,94.31,94.39,93.99,94.04
09/30/2021,94.35,94.5,94.11,94.23
09/29/2021,93.72,94.43,93.67,94.34
09/28/2021,93.41,93.81,93.36,93.77
09/27/2021,93.28,93.49,93.21,93.38
09/24/2021,93.07,93.42,93.05,93.33
09/23/2021,93.48,93.52,92.98,93.46
09/22/2021,93.23,93.51,92.99,93.46
09/21/2021,93.24,93.29,93.05,93.2
09/20/2021,93.25,93.45,93.19,93.28
09/17/2021,92.88,93.25,92.77,93.2
09/16/2021,92.46,92.96,92.46,92.93
09/15/2021,92.68,92.68,92.42,92.55
09/14/2021,92.62,92.68,92.32,92.62
09/13/2021,92.61,92.89,92.57,92.68
09/10/2021,92.53,92.65,92.33,92.58
09/09/2021,92.71,92.76,92.38,92.48
09/08/2021,92.54,92.86,92.47,92.65
09/07/2021,92.2,92.57,92.1,92.51
09/06/2021,92.13,92.31,92.1,92.22
09/03/2021,92.22,92.26,91.95,92.04
09/02/2021,92.51,92.54,92.21,92.23
09/01/2021,92.66,92.79,92.38,92.45
08/31/2021,92.71,92.75,92.4,92.63
08/30/2021,92.7,92.79,92.6,92.65
08/27/2021,93.03,93.18,92.63,92.69
08/26/2021,92.83,93.08,92.81,93.06
08/25/2021,92.88,93.13,92.81,92.83
08/24/2021,92.99,93.08,92.81,92.89
08/23/2021,93.48,93.51,92.95,92.96
08/20/2021,93.56,93.73,93.43,93.5
08/19/2021,93.14,93.58,93.17,93.57
08/18/2021,93.14,93.26,92.96,93.14
08/17/2021,92.62,93.17,92.61,93.13
08/16/2021,92.53,92.66,92.48,92.63
08/13/2021,92.97,93.01,92.47,92.52
08/12/2021,92.89,93.04,92.85,93.04
08/11/2021,93.07,93.19,92.8,92.92
08/10/2021,92.98,93.14,92.94,93.06
08/09/2021,92.78,92.99,92.72,92.95
08/06/2021,92.27,92.84,92.26,92.8
08/05/2021,92.28,92.35,92.12,92.24
08/04/2021,92.04,92.31,91.82,92.27
08/03/2021,92.06,92.16,91.89,92.08
08/02/2021,92.09,92.17,91.91,92.05
07/30/2021,91.85,92.2,91.78,92.17
07/29/2021,92.27,92.29,91.86,91.86
07/28/2021,92.46,92.75,92.24,92.32
07/27/2021,92.63,92.84,92.32,92.43
07/26/2021,92.91,92.96,92.53,92.65
07/23/2021,92.81,93.02,92.78,92.91
07/22/2021,92.8,92.92,92.51,92.82
07/21/2021,92.97,93.19,92.73,92.75
07/20/2021,92.88,93.17,92.8,92.97
07/19/2021,92.69,93.04,92.64,92.89
07/16/2021,92.59,92.76,92.53,92.69
07/15/2021,92.4,92.69,92.27,92.62
07/14/2021,92.8,92.83,92.35,92.41
07/13/2021,92.23,92.81,92.14,92.75
07/12/2021,92.13,92.42,92.08,92.26
07/09/2021,92.36,92.54,92.09,92.13
07/08/2021,92.7,92.79,92.24,92.42
07/07/2021,92.53,92.85,92.43,92.64
07/06/2021,92.24,92.66,92,92.55
07/05/2021,92.23,92.36,92.14,92.21
07/02/2021,92.57,92.74,92.18,92.23
07/01/2021,92.35,92.6,92.26,92.6
06/30/2021,92.08,92.45,92,92.44
06/29/2021,91.88,92.19,91.86,92.05
06/28/2021,91.8,92.02,91.7,91.89
06/25/2021,91.83,91.88,91.53,91.85
06/24/2021,91.8,91.91,91.66,91.81
06/23/2021,91.73,91.9,91.51,91.8
06/22/2021,91.88,92.14,91.65,91.76
06/21/2021,92.31,92.37,91.83,91.9
06/18/2021,91.88,92.41,91.81,92.23
06/17/2021,91.43,92.01,91.31,91.89
06/16/2021,90.54,91.4,90.44,91.13
06/15/2021,90.48,90.68,90.35,90.54
06/14/2021,90.5,90.6,90.41,90.52
06/11/2021,90.07,90.61,89.96,90.56
06/10/2021,90.14,90.31,89.98,90.08
06/09/2021,90.13,90.17,89.84,90.12
06/08/2021,89.99,90.18,89.96,90.08
06/07/2021,90.13,90.3,89.91,89.95
06/04/2021,90.47,90.63,90.03,90.14
06/03/2021,89.93,90.55,89.89,90.51
06/02/2021,89.92,90.25,89.86,89.91
06/01/2021,89.81,89.94,89.66,89.83
05/31/2021,90.03,90.12,89.82,90.03
